,rho,taste,shuffle,laser,rho_2
0,0.4197888840646321,0,False,False,0.17622270718422914
0,0.03495868906482201,0,False,True,0.001222109941130906
0,-0.017605031616605055,0,True,False,0.0003099371382216636
1,-0.1127474842269265,0,True,False,0.01271199519950104
2,0.27144173440681085,0,True,False,0.07368061517777764
3,-0.07235407805847907,0,True,False,0.005235112611692482
4,0.1200396486494055,0,True,False,0.014409517247872719
5,-0.12946032862783916,0,True,False,0.01675997668842811
6,-0.07365253325613252,0,True,False,0.005424695655045707
7,-0.012907883999839298,0,True,False,0.00016661346935330736
8,-0.014741293574104183,0,True,False,0.0002173057362379253
9,-0.06515735211368691,0,True,False,0.00424548053446698
10,0.08182300549171138,0,True,False,0.006695004227696632
11,-0.1036312252068673,0,True,False,0.010739430837876447
12,0.14173292988518146,0,True,False,0.020088223413837765
13,-0.09121014079263667,0,True,False,0.008319289783412604
14,0.002285859137798268,0,True,False,5.225151997855841e-06
15,-0.011523731495859226,0,True,False,0.0001327963875886579
16,0.034471558777967544,0,True,False,0.0011882883645828713
17,0.205145917157401,0,True,False,0.04208484732635123
18,0.027556995948569557,0,True,False,0.000759388025709479
19,-0.14130764087601302,0,True,False,0.019967849369944266
20,-0.2074453305975449,0,True,False,0.0430335651867247
21,0.0068186764376553894,0,True,False,4.649434836143679e-05
22,-0.18110107428127648,0,True,False,0.03279759910583242
23,0.010173249974625957,0,True,False,0.00010349501504622704
24,0.04975173290107976,0,True,False,0.0024752349266603823
25,-0.03491433811243673,0,True,False,0.001219011005829552
26,0.13202647575083354,0,True,False,0.017430990299185437
27,0.009957845509327332,0,True,False,9.91586871876305e-05
28,-0.036361123773260895,0,True,False,0.0013221313220543986
29,-0.009002889436787728,0,True,False,8.105201821102405e-05
30,-0.2922808372691478,0,True,False,0.08542808783475404
31,0.13771090243816914,0,True,False,0.01896429265033494
32,-0.03575271661250428,0,True,False,0.0012782567451740396
33,0.1945914225176203,0,True,False,0.037865821717431025
34,0.024463463767435634,0,True,False,0.0005984610595006361
35,-0.10935127272830858,0,True,False,0.011957700847300924
36,0.01611605818722717,0,True,False,0.0002597273314940919
37,-0.20017719324621272,0,True,False,0.04007090869593159
38,-0.0842712118492644,0,True,False,0.007101637146543599
39,0.12860092134663953,0,True,False,0.016538196971204566
40,-0.018351893955266617,0,True,False,0.00033679201174535137
41,0.027549225590451375,0,True,False,0.0007589598306335809
42,-0.12541253228234495,0,True,False,0.015728303253470213
43,-0.056763459917581346,0,True,False,0.003222090381814864
44,-0.015736592444189117,0,True,False,0.00024764034175451
45,0.0632239194959909,0,True,False,0.003997263996435539
46,-0.16767041700890245,0,True,False,0.028113368739939245
47,-0.007703383443245797,0,True,False,5.9342116473673475e-05
48,0.057001402871484495,0,True,False,0.003249159929317281
49,-0.2062398238066272,0,True,False,0.04253486492378863
50,0.04667315536869171,0,True,False,0.002178383432070036
51,-0.11272980542882645,0,True,False,0.012708009032021069
52,0.18276903969988995,0,True,False,0.03340452187281995
53,-0.17596577868959495,0,True,False,0.03096395526983551
54,0.011807575117727311,0,True,False,0.00013941883016077312
55,-0.04933981893707956,0,True,False,0.002434417732743795
56,0.16918340030285203,0,True,False,0.028623022938035075
57,0.09522493285050457,0,True,False,0.009067787836383104
58,-0.08072475124641214,0,True,False,0.0065164854637951184
59,0.10729897426523442,0,True,False,0.011513069878371439
60,0.04806825108595173,0,True,False,0.0023105567624620996
61,0.2414475492349726,0,True,False,0.05829691903157452
62,-0.13865363463207414,0,True,False,0.01922483039668471
63,-0.1844276796821664,0,True,False,0.03401356903294777
64,0.14755595469118354,0,True,False,0.02177275976482661
65,-0.06652900038331722,0,True,False,0.004426107892003422
66,-0.11251297827877006,0,True,False,0.012659170281158984
67,0.16924176601944904,0,True,False,0.028642775365381935
68,-0.005292235063995811,0,True,False,2.800775197258675e-05
69,0.09869246711598001,0,True,False,0.009740203065438796
70,0.14372597570760973,0,True,False,0.020657156093104423
71,-0.06005384897677313,0,True,False,0.003606464776925075
72,0.09774074817449356,0,True,False,0.009553253853709765
73,-0.07340138503683943,0,True,False,0.0053877633253263555
74,-0.03953699693930969,0,True,False,0.0015631741269789838
75,-0.08782191748330086,0,True,False,0.007712689190443705
76,0.020278148875179647,0,True,False,0.00041120332180394955
77,0.19178791623461316,0,True,False,0.036782604813615
78,0.17419434161526073,0,True,False,0.030343668650774158
79,0.09731192161467513,0,True,False,0.009469610088340677
80,-0.012558951170379687,0,True,False,0.00015772725449998129
81,0.11950512211056849,0,True,False,0.014281474210661886
82,0.06402984485242479,0,True,False,0.004099821031825589
83,0.0175263153928803,0,True,False,0.0003071717312507129
84,-0.10096225593474807,0,True,False,0.010193377123433572
85,0.10422301073401515,0,True,False,0.010862435966462636
86,0.05028700868443982,0,True,False,0.0025287832424289256
87,0.08752498293505771,0,True,False,0.007660622637782144
88,-0.1370955918561986,0,True,False,0.018795201306401388
89,0.02092404209638946,0,True,False,0.00043781553765147817
90,-0.11523868262026055,0,True,False,0.01327995397205314
91,0.2111612536731103,0,True,False,0.044589075052799645
92,0.08453232158774585,0,True,False,0.007145713393014082
93,-0.030445859942284097,0,True,False,0.0009269503876251794
94,-0.03317419516513207,0,True,False,0.0011005272248542722
95,-0.09440005626984482,0,True,False,0.00891137062374987
96,-0.1070274307686416,0,True,False,0.011454870936936371
97,-0.012892468124305521,0,True,False,0.00016621573433623393
98,0.028494080412475285,0,True,False,0.0008119126185526077
99,0.026777440650781918,0,True,False,0.0007170313278061479
0,-0.1796603288433087,0,True,True,0.032277833760085826
1,-0.12158744386445487,0,True,True,0.014783506505491964
2,0.1469159816965186,0,True,True,0.021584305677851787
3,-0.0029245165118131906,0,True,True,8.552796827867991e-06
4,-0.05120703942596676,0,True,True,0.002622160886772514
5,0.07362012698351464,0,True,True,0.00541992309706882
6,-0.07849095962447566,0,True,True,0.0061608307427710686
7,-0.08073756590759514,0,True,True,0.006518554548683268
8,-0.08671537726810699,0,True,True,0.007519556654750127
9,-0.05067028836406643,0,True,True,0.002567478122897646
10,0.015200024694282223,0,True,True,0.00023104075070678939
11,-0.050332467692136625,0,True,True,0.002533357303979977
12,0.011493972697343664,0,True,True,0.00013211140836728158
13,0.18886695753140195,0,True,True,0.03567072764716839
14,-0.009529804195938081,0,True,True,9.081716801291906e-05
15,-0.15080702981469957,0,True,True,0.022742760241531684
16,0.09580418699453087,0,True,True,0.009178442245683038
17,0.12195344782432699,0,True,True,0.014872643436240845
18,0.1710232577691085,0,True,True,0.029248954697958934
19,0.04053195284534631,0,True,True,0.001642839201457377
20,0.05032368712972496,0,True,True,0.0025324734863304455
21,-0.0243635433119077,0,True,True,0.0005935822427112024
22,-0.026624656250687724,0,True,True,0.0007088723204672849
23,0.06447073403173556,0,True,True,0.004156475546590785
24,0.1256093915633153,0,True,True,0.015777719248906263
25,-0.016079172638313325,0,True,True,0.00025853979273268387
26,0.1602029991091733,0,True,True,0.02566500092357378
27,-0.14759931372224114,0,True,True,0.021785557411276562
28,-0.05237395094467609,0,True,True,0.0027430307375553376
29,-0.0639469120552848,0,True,True,0.004089207561406329
30,-0.03762258951270714,0,True,True,0.001415459241641661
31,0.05249311098555393,0,True,True,0.002755526700941683
32,0.01603031742845022,0,True,True,0.0002569710768568748
33,0.016975398980521555,0,True,True,0.00028816417054789226
34,0.16422842934660487,0,True,True,0.026970977005652787
35,-0.017504354720957217,0,True,True,0.0003064024341970972
36,0.11081835551389269,0,True,True,0.012280707918803509
37,-0.042024006468627424,0,True,True,0.0017660171196752395
38,0.16119311549772522,0,True,True,0.025983220483862982
39,-0.03566148559915018,0,True,True,0.0012717415551383958
40,0.06035736901845646,0,True,True,0.003643011994830128
41,0.021567878279140237,0,True,True,0.00046517337346380923
42,-0.1396137978690639,0,True,True,0.019492012555423828
43,0.12130914534031259,0,True,True,0.014715908743197084
44,-0.021693632597735234,0,True,True,0.00047061369528552077
45,0.14341539183556448,0,True,True,0.020567974615348497
46,0.11700919968779286,0,True,True,0.013691152811577784
47,-0.09878067854039922,0,True,True,0.009757622452901687
48,0.08178751241402295,0,True,True,0.006689197186873958
49,-0.0038097443815904727,0,True,True,1.4514152253060173e-05
50,0.004273352041138355,0,True,True,1.8261537667501345e-05
51,-0.026180823190675256,0,True,True,0.0006854355029413993
52,0.09259803972241963,0,True,True,0.008574396960434804
53,-0.04027995253548274,0,True,True,0.0016224745762607425
54,0.018348253120920147,0,True,True,0.0003366583925893559
55,-0.10206797586193063,0,True,True,0.010417871696551654
56,-0.1890909423237368,0,True,True,0.035755384468878756
57,0.13603342568540006,0,True,True,0.01850509290370526
58,0.073837991938097,0,True,True,0.005452049053450477
59,0.06844113240823746,0,True,True,0.004684188605321892
60,0.06667088363559069,0,True,True,0.0044450067247504745
61,0.17994127515786873,0,True,True,0.03237886250543982
62,-0.05193844939047825,0,True,True,0.002697602525087271
63,-0.008182603329428963,0,True,True,6.695499724678196e-05
64,-0.1972821510748921,0,True,True,0.038920247132736556
65,-0.03397316610936791,0,True,True,0.0011541760154947043
66,0.01096021507930108,0,True,True,0.00012012631458453878
67,0.006751348489620283,0,True,True,4.558070642829807e-05
68,-0.09127223577194259,0,True,True,0.008330621022809076
69,-0.13088267942218923,0,True,True,0.017130275772731556
70,-0.10520420483825053,0,True,True,0.011067924715648577
71,-0.03046784480714038,0,True,True,0.000928289567191991
72,-0.09210922778710176,0,True,True,0.0084841098435362
73,0.12941744702321728,0,True,True,0.016748875594007253
74,0.03808607360615106,0,True,True,0.0014505490027331563
75,0.1256809276628355,0,True,True,0.015795695578190893
76,-0.24550513439146165,0,True,True,0.06027277101256965
77,0.15228498087505277,0,True,True,0.023190715400115188
78,-0.006344309780655726,0,True,True,4.025026659292391e-05
79,-0.06672558370727451,0,True,True,0.004452303521076497
80,-0.08916588325002742,0,True,True,0.00795055473575752
81,-0.08200040293215138,0,True,True,0.006724066081035181
82,-0.13446097676090885,0,True,True,0.018079754271497668
83,0.07461100527683238,0,True,True,0.0055668021084195095
84,0.011830167379029694,0,True,True,0.0001399528602158583
85,0.05305473609287211,0,True,True,0.0028148050218843065
86,0.017939754481906187,0,True,True,0.0003218347908710731
87,-0.09412276521398699,0,True,True,0.00885909493152732
88,0.10337788258626912,0,True,True,0.010686986608020444
89,-0.14201557921097038,0,True,True,0.020168424738627403
90,0.07968372657525594,0,True,True,0.00634949628092015
91,-0.001031760351836728,0,True,True,1.0645294236222487e-06
92,-0.052201877726487676,0,True,True,0.0027250360381711703
93,0.1989644056174819,0,True,True,0.039586834702717864
94,0.009814864671905885,0,True,True,9.633156852782621e-05
95,0.11110214507527873,0,True,True,0.012343686640328281
96,-0.14599635931179586,0,True,True,0.021314936932299
97,-0.019201577931973936,0,True,True,0.0003687005950776685
98,-0.06874976815892049,0,True,True,0.004726530621905318
99,-0.0916209292153151,0,True,True,0.00839439467027778
0,-0.23229569429486105,1,False,False,0.05396128958793154
0,-0.040049638218623215,1,False,True,0.0016039735214426053
0,-0.04450917706579426,1,True,False,0.001981066843074226
1,0.060602600507080405,1,True,False,0.003672675188220782
2,0.022022797353197805,1,True,False,0.00048500360326001623
3,0.08860309650754622,1,True,False,0.007850508710725549
4,-0.03898384014792469,1,True,False,0.001519739792678945
5,-0.029524739122925272,1,True,False,0.0008717102202767941
6,-0.023059079182626792,1,True,False,0.0005317211327506522
7,0.002474695028823407,1,True,False,6.124115485683283e-06
8,-0.1254783284422417,1,True,False,0.01574481090865908
9,-0.15698944215928565,1,True,False,0.024645684949483694
10,0.06284503650852145,1,True,False,0.003949498613757395
11,-0.002687610924217337,1,True,False,7.223252479972369e-06
12,0.0477395924686387,1,True,False,0.002279068689071705
13,0.010071489858253443,1,True,False,0.00010143490796490197
14,0.212174323933984,1,True,False,0.045017943736843175
15,0.03998535969035251,1,True,False,0.0015988289895668673
16,-0.015181283996571551,1,True,False,0.0002304713837845595
17,-0.19474483835791012,1,True,False,0.03792555206704854
18,0.05465585120732596,1,True,False,0.0029872620711973545
19,-0.0510914727133965,1,True,False,0.0026103385840237393
20,0.003439265676891051,1,True,False,1.1828548396240859e-05
21,0.018469344969936092,1,True,False,0.0003411167036185036
22,0.11289612260757806,1,True,False,0.012745534499825299
23,-0.01651444446857884,1,True,False,0.0002727268761057742
24,-0.025424937467458292,1,True,False,0.0006464274452241645
25,-0.035394722973352416,1,True,False,0.0012527864143603612
26,-0.08043938595261343,1,True,False,0.0064704948124335035
27,-0.13311299206354016,1,True,False,0.017719068656108106
28,0.10261370384053456,1,True,False,0.010529572215872937
29,0.014851210510413819,1,True,False,0.00022055845362462588
30,-0.21731630343809166,1,True,False,0.04722637573999673
31,0.15341540422555522,1,True,False,0.023536286253690506
32,0.31739036747647315,1,True,False,0.10073664536685066
33,0.03390586718829879,1,True,False,0.0011496078297905568
34,0.08899883556874624,1,True,False,0.00792079273259273
35,-0.028019391460844346,1,True,False,0.000785086297836037
36,-0.041908509492378454,1,True,False,0.0017563231678727749
37,0.2191599782649899,1,True,False,0.048031096073110846
38,-0.17358589859251178,1,True,False,0.030132064190169783
39,-0.0610045862707987,1,True,False,0.0037215595460713216
40,-0.18064500816358509,1,True,False,0.03263261897442172
41,-0.16029938830482662,1,True,False,0.025695893890901586
42,0.05477402169085716,1,True,False,0.0030001934521904907
43,0.14747188475948098,1,True,False,0.021747956794513638
44,-0.10810294671286415,1,True,False,0.011686247088004345
45,0.07780870820719558,1,True,False,0.006054195072872506
46,0.09425517377568376,1,True,False,0.008884037783484344
47,0.16310126414607762,1,True,False,0.026602022366048583
48,0.1493034952928397,1,True,False,0.022291533706659008
49,-0.11142757762750274,1,True,False,0.01241610505593315
50,-0.1497093859440224,1,True,False,0.022412900239736248
51,0.019500990673700754,1,True,False,0.0003802886372557638
52,0.015860805592048444,1,True,False,0.00025156515402875517
53,-0.04423856204228898,1,True,False,0.0019570503715694515
54,-0.009305542685480912,1,True,False,8.65931246713073e-05
55,-0.01635032340204757,1,True,False,0.00026733307535154436
